date,sp500_price,sp500_pe_ratio
1871-01-01,4.44,11.10
1871-02-01,4.50,11.25
1871-03-01,4.61,11.52
1871-04-01,4.74,11.85
1871-05-01,4.86,12.15
1871-06-01,4.82,12.05
1871-07-01,4.73,11.82
1871-08-01,4.79,11.98
1871-09-01,4.84,12.10
1871-10-01,4.59,11.48
1871-11-01,4.64,11.60
1871-12-01,4.74,11.85
1872-01-01,4.86,12.07
1872-02-01,4.88,12.05
1872-03-01,5.04,12.37
1872-04-01,5.18,12.63
1872-05-01,5.18,12.56
1872-06-01,5.13,12.36
1872-07-01,5.10,12.22
1872-08-01,5.04,12.00
1872-09-01,4.95,11.72
1872-10-01,4.97,11.69
1872-11-01,4.95,11.58
1872-12-01,5.07,11.79
1873-01-01,5.11,11.82
1873-02-01,5.15,11.84
1873-03-01,5.11,11.68
1873-04-01,5.04,11.45
1873-05-01,5.05,11.41
1873-06-01,4.98,11.19
1873-07-01,4.97,11.11
1873-08-01,4.97,11.04
1873-09-01,4.59,10.14
1873-10-01,4.19,9.21
1873-11-01,4.04,8.83
1873-12-01,4.42,9.61
1874-01-01,4.66,10.13
1874-02-01,4.80,10.43
1874-03-01,4.73,10.28
1874-04-01,4.60,10.00
1874-05-01,4.48,9.74
1874-06-01,4.46,9.70
1874-07-01,4.46,9.70
1874-08-01,4.47,9.72
1874-09-01,4.54,9.87
1874-10-01,4.53,9.85
1874-11-01,4.57,9.93
1874-12-01,4.54,9.87
1875-01-01,4.54,10.05
1875-02-01,4.53,10.22
1875-03-01,4.59,10.55
1875-04-01,4.65,10.90
1875-05-01,4.47,10.69
1875-06-01,4.38,10.68
1875-07-01,4.39,10.93
1875-08-01,4.41,11.21
1875-09-01,4.37,11.35
1875-10-01,4.30,11.41
1875-11-01,4.37,11.87
1875-12-01,4.37,12.14
1876-01-01,4.46,12.62
1876-02-01,4.52,13.04
1876-03-01,4.51,13.26
1876-04-01,4.34,13.02
1876-05-01,4.18,12.79
1876-06-01,4.15,12.97
1876-07-01,4.10,13.09
1876-08-01,3.93,12.81
1876-09-01,3.69,12.30
1876-10-01,3.67,12.51
1876-11-01,3.60,12.56
1876-12-01,3.58,12.79
1877-01-01,3.55,12.60
1877-02-01,3.34,11.79
1877-03-01,3.17,11.12
1877-04-01,2.94,10.25
1877-05-01,2.94,10.20
1877-06-01,2.73,9.41
1877-07-01,2.85,9.77
1877-08-01,3.05,10.40
1877-09-01,3.24,10.98
1877-10-01,3.31,11.16
1877-11-01,3.26,10.93
1877-12-01,3.25,10.83
1878-01-01,3.25,10.80
1878-02-01,3.18,10.54
1878-03-01,3.24,10.71
1878-04-01,3.33,10.98
1878-05-01,3.34,10.98
1878-06-01,3.41,11.18
1878-07-01,3.48,11.38
1878-08-01,3.45,11.25
1878-09-01,3.52,11.45
1878-10-01,3.48,11.29
1878-11-01,3.47,11.22
1878-12-01,3.45,11.13
1879-01-01,3.58,11.34
1879-02-01,3.71,11.53
1879-03-01,3.65,11.15
1879-04-01,3.77,11.31
1879-05-01,3.94,11.62
1879-06-01,3.96,11.48
1879-07-01,4.04,11.52
1879-08-01,4.07,11.41
1879-09-01,4.22,11.64
1879-10-01,4.68,12.71
1879-11-01,4.93,13.17
1879-12-01,4.92,12.95
1880-01-01,5.11,13.13
1880-02-01,5.20,13.06
1880-03-01,5.30,13.01
1880-04-01,5.18,12.43
1880-05-01,4.77,11.20
1880-06-01,4.79,11.01
1880-07-01,5.01,11.28
1880-08-01,5.19,11.45
1880-09-01,5.18,11.20
1880-10-01,5.33,11.30
1880-11-01,5.61,11.67
1880-12-01,5.84,11.92
1881-01-01,6.19,12.74
1881-02-01,6.17,12.81
1881-03-01,6.24,13.07
1881-04-01,6.22,13.14
1881-05-01,6.50,13.85
1881-06-01,6.58,14.15
1881-07-01,6.35,13.78
1881-08-01,6.20,13.58
1881-09-01,6.25,13.81
1881-10-01,6.15,13.72
1881-11-01,6.19,13.94
1881-12-01,6.01,13.66
1882-01-01,5.92,13.48
1882-02-01,5.79,13.21
1882-03-01,5.78,13.21
1882-04-01,5.78,13.24
1882-05-01,5.71,13.10
1882-06-01,5.68,13.06
1882-07-01,6.00,13.82
1882-08-01,6.18,14.26
1882-09-01,6.24,14.43
1882-10-01,6.07,14.06
1882-11-01,5.81,13.49
1882-12-01,5.84,13.58
1883-01-01,5.81,13.59
1883-02-01,5.68,13.36
1883-03-01,5.75,13.61
1883-04-01,5.87,13.98
1883-05-01,5.77,13.82
1883-06-01,5.82,14.02
1883-07-01,5.73,13.89
1883-08-01,5.47,13.34
1883-09-01,5.53,13.57
1883-10-01,5.38,13.28
1883-11-01,5.46,13.57
1883-12-01,5.34,13.35
1884-01-01,5.18,13.20
1884-02-01,5.32,13.82
1884-03-01,5.30,14.04
1884-04-01,5.06,13.68
1884-05-01,4.65,12.83
1884-06-01,4.46,12.56
1884-07-01,4.46,12.83
1884-08-01,4.74,13.94
1884-09-01,4.59,13.80
1884-10-01,4.44,13.66
1884-11-01,4.35,13.70
1884-12-01,4.34,14.00
1885-01-01,4.24,13.82
1885-02-01,4.37,14.41
1885-03-01,4.38,14.60
1885-04-01,4.37,14.73
1885-05-01,4.32,14.73
1885-06-01,4.30,14.83
1885-07-01,4.46,15.56
1885-08-01,4.71,16.63
1885-09-01,4.65,16.61
1885-10-01,4.92,17.78
1885-11-01,5.24,19.17
1885-12-01,5.20,19.26
1886-01-01,5.20,18.91
1886-02-01,5.30,18.93
1886-03-01,5.19,18.21
1886-04-01,5.12,17.66
1886-05-01,5.02,17.02
1886-06-01,5.25,17.50
1886-07-01,5.33,17.48
1886-08-01,5.37,17.32
1886-09-01,5.51,17.49
1886-10-01,5.65,17.66
1886-11-01,5.79,17.82
1886-12-01,5.64,17.09
1887-01-01,5.58,16.78
1887-02-01,5.54,16.54
1887-03-01,5.67,16.80
1887-04-01,5.80,17.06
1887-05-01,5.90,17.23
1887-06-01,5.73,16.61
1887-07-01,5.59,16.09
1887-08-01,5.45,15.57
1887-09-01,5.38,15.26
1887-10-01,5.20,14.65
1887-11-01,5.30,14.83
1887-12-01,5.27,14.64
1888-01-01,5.31,15.10
1888-02-01,5.28,15.38
1888-03-01,5.08,15.16
1888-04-01,5.10,15.61
1888-05-01,5.17,16.24
1888-06-01,5.01,16.16
1888-07-01,5.14,17.04
1888-08-01,5.25,17.90
1888-09-01,5.38,18.88
1888-10-01,5.35,19.34
1888-11-01,5.24,19.53
1888-12-01,5.14,19.77
1889-01-01,5.24,19.90
1889-02-01,5.30,19.87
1889-03-01,5.19,19.22
1889-04-01,5.18,18.95
1889-05-01,5.32,19.23
1889-06-01,5.41,19.32
1889-07-01,5.30,18.71
1889-08-01,5.37,18.73
1889-09-01,5.50,18.97
1889-10-01,5.40,18.41
1889-11-01,5.35,18.03
1889-12-01,5.32,17.73
1890-01-01,5.38,17.98
1890-02-01,5.32,17.83
1890-03-01,5.28,17.75
1890-04-01,5.39,18.17
1890-05-01,5.62,19.00
1890-06-01,5.58,18.92
1890-07-01,5.54,18.83
1890-08-01,5.41,18.45
1890-09-01,5.32,18.19
1890-10-01,5.08,17.42
1890-11-01,4.71,16.20
1890-12-01,4.60,15.86
1891-01-01,4.84,16.45
1891-02-01,4.90,16.43
1891-03-01,4.81,15.90
1891-04-01,4.97,16.20
1891-05-01,4.95,15.93
1891-06-01,4.85,15.40
1891-07-01,4.77,14.94
1891-08-01,4.93,15.25
1891-09-01,5.33,16.27
1891-10-01,5.33,16.07
1891-11-01,5.25,15.63
1891-12-01,5.41,15.91
1892-01-01,5.51,16.09
1892-02-01,5.52,16.00
1892-03-01,5.58,16.06
1892-04-01,5.57,15.91
1892-05-01,5.57,15.80
1892-06-01,5.54,15.61
1892-07-01,5.54,15.50
1892-08-01,5.62,15.61
1892-09-01,5.48,15.12
1892-10-01,5.59,15.32
1892-11-01,5.57,15.16
1892-12-01,5.51,14.89
1893-01-01,5.61,15.55
1893-02-01,5.51,15.67
1893-03-01,5.31,15.50
1893-04-01,5.31,15.93
1893-05-01,4.84,14.93
1893-06-01,4.61,14.63
1893-07-01,4.18,13.67
1893-08-01,4.08,13.75
1893-09-01,4.37,15.20
1893-10-01,4.50,16.17
1893-11-01,4.57,16.98
1893-12-01,4.41,16.96
1894-01-01,4.32,17.16
1894-02-01,4.38,18.00
1894-03-01,4.51,19.19
1894-04-01,4.57,20.16
1894-05-01,4.40,20.16
1894-06-01,4.34,20.67
1894-07-01,4.25,21.07
1894-08-01,4.41,22.81
1894-09-01,4.48,24.22
1894-10-01,4.34,24.56
1894-11-01,4.34,25.79
1894-12-01,4.30,26.88
1895-01-01,4.25,25.37
1895-02-01,4.19,23.94
1895-03-01,4.19,22.96
1895-04-01,4.37,23.00
1895-05-01,4.61,23.34
1895-06-01,4.70,22.93
1895-07-01,4.72,22.21
1895-08-01,4.79,21.77
1895-09-01,4.82,21.19
1895-10-01,4.75,20.21
1895-11-01,4.59,18.93
1895-12-01,4.32,17.28
1896-01-01,4.27,17.31
1896-02-01,4.45,18.29
1896-03-01,4.38,18.25
1896-04-01,4.42,18.67
1896-05-01,4.40,18.86
1896-06-01,4.32,18.78
1896-07-01,4.04,17.82
1896-08-01,3.81,17.06
1896-09-01,4.01,18.23
1896-10-01,4.10,18.92
1896-11-01,4.38,20.53
1896-12-01,4.22,20.10
1897-01-01,4.22,19.33
1897-02-01,4.18,18.44
1897-03-01,4.19,17.83
1897-04-01,4.06,16.69
1897-05-01,4.08,16.21
1897-06-01,4.27,16.42
1897-07-01,4.46,16.62
1897-08-01,4.75,17.17
1897-09-01,4.98,17.47
1897-10-01,4.82,16.43
1897-11-01,4.65,15.41
1897-12-01,4.75,15.32
1898-01-01,4.88,15.58
1898-02-01,4.87,15.38
1898-03-01,4.65,14.53
1898-04-01,4.57,14.14
1898-05-01,4.87,14.91
1898-06-01,5.06,15.33
1898-07-01,5.08,15.24
1898-08-01,5.27,15.65
1898-09-01,5.26,15.47
1898-10-01,5.15,15.00
1898-11-01,5.32,15.34
1898-12-01,5.65,16.14
1899-01-01,6.08,16.85
1899-02-01,6.31,16.98
1899-03-01,6.40,16.73
1899-04-01,6.48,16.48
1899-05-01,6.21,15.36
1899-06-01,6.07,14.63
1899-07-01,6.28,14.75
1899-08-01,6.44,14.75
1899-09-01,6.37,14.23
1899-10-01,6.34,13.83
1899-11-01,6.46,13.77
1899-12-01,6.02,12.54
1900-01-01,6.10,12.71
1900-02-01,6.21,12.94
1900-03-01,6.26,13.04
1900-04-01,6.34,13.21
1900-05-01,6.04,12.58
1900-06-01,5.86,12.21
1900-07-01,5.86,12.21
1900-08-01,5.94,12.38
1900-09-01,5.80,12.08
1900-10-01,6.01,12.52
1900-11-01,6.48,13.50
1900-12-01,6.87,14.31
1901-01-01,7.07,14.68
1901-02-01,7.25,15.00
1901-03-01,7.51,15.48
1901-04-01,8.14,16.72
1901-05-01,7.73,15.83
1901-06-01,8.50,17.35
1901-07-01,7.93,16.13
1901-08-01,8.04,16.30
1901-09-01,8.00,16.16
1901-10-01,7.91,15.93
1901-11-01,8.08,16.22
1901-12-01,7.95,15.90
1902-01-01,8.12,15.90
1902-02-01,8.19,15.70
1902-03-01,8.20,15.40
1902-04-01,8.48,15.61
1902-05-01,8.46,15.27
1902-06-01,8.41,14.88
1902-07-01,8.60,14.94
1902-08-01,8.83,15.05
1902-09-01,8.85,14.81
1902-10-01,8.57,14.09
1902-11-01,8.24,13.31
1902-12-01,8.05,12.78
1903-01-01,8.46,13.61
1903-02-01,8.41,13.71
1903-03-01,8.08,13.36
1903-04-01,7.75,12.99
1903-05-01,7.60,12.92
1903-06-01,7.18,12.38
1903-07-01,6.85,11.98
1903-08-01,6.63,11.77
1903-09-01,6.47,11.66
1903-10-01,6.26,11.45
1903-11-01,6.28,11.67
1903-12-01,6.57,12.40
1904-01-01,6.68,12.68
1904-02-01,6.50,12.42
1904-03-01,6.48,12.46
1904-04-01,6.64,12.85
1904-05-01,6.50,12.66
1904-06-01,6.51,12.76
1904-07-01,6.78,13.38
1904-08-01,7.01,13.93
1904-09-01,7.32,14.64
1904-10-01,7.75,15.60
1904-11-01,8.17,16.56
1904-12-01,8.25,16.84
1905-01-01,8.43,16.69
1905-02-01,8.80,16.92
1905-03-01,9.05,16.92
1905-04-01,8.94,16.25
1905-05-01,8.50,15.04
1905-06-01,8.60,14.83
1905-07-01,8.87,14.91
1905-08-01,9.20,15.08
1905-09-01,9.23,14.77
1905-10-01,9.36,14.62
1905-11-01,9.31,14.21
1905-12-01,9.54,14.24
1906-01-01,9.87,14.57
1906-02-01,9.80,14.31
1906-03-01,9.56,13.81
1906-04-01,9.43,13.47
1906-05-01,9.18,12.98
1906-06-01,9.30,13.01
1906-07-01,9.06,12.54
1906-08-01,9.73,13.33
1906-09-01,10.03,13.60
1906-10-01,9.73,13.06
1906-11-01,9.93,13.20
1906-12-01,9.84,12.95
1907-01-01,9.56,12.72
1907-02-01,9.26,12.46
1907-03-01,8.35,11.36
1907-04-01,8.39,11.55
1907-05-01,8.10,11.28
1907-06-01,7.84,11.04
1907-07-01,8.14,11.60
1907-08-01,7.53,10.86
1907-09-01,7.45,10.88
1907-10-01,6.64,9.81
1907-11-01,6.25,9.35
1907-12-01,6.57,9.95
1908-01-01,6.85,10.49
1908-02-01,6.60,10.21
1908-03-01,6.87,10.73
1908-04-01,7.24,11.43
1908-05-01,7.63,12.17
1908-06-01,7.64,12.32
1908-07-01,7.92,12.91
1908-08-01,8.26,13.61
1908-09-01,8.17,13.62
1908-10-01,8.27,13.94
1908-11-01,8.83,15.05
1908-12-01,9.03,15.57
1909-01-01,9.06,15.23
1909-02-01,8.80,14.43
1909-03-01,8.92,14.27
1909-04-01,9.32,14.56
1909-05-01,9.63,14.70
1909-06-01,9.80,14.63
1909-07-01,9.94,14.51
1909-08-01,10.18,14.54
1909-09-01,10.19,14.25
1909-10-01,10.23,14.01
1909-11-01,10.18,13.66
1909-12-01,10.30,13.55
1910-01-01,10.08,13.31
1910-02-01,9.72,12.87
1910-03-01,9.96,13.24
1910-04-01,9.72,12.96
1910-05-01,9.56,12.79
1910-06-01,9.10,12.21
1910-07-01,8.64,11.64
1910-08-01,8.85,11.96
1910-09-01,8.91,12.08
1910-10-01,9.32,12.68
1910-11-01,9.31,12.71
1910-12-01,9.05,12.40
1911-01-01,9.27,12.91
1911-02-01,9.43,13.34
1911-03-01,9.32,13.41
1911-04-01,9.28,13.58
1911-05-01,9.48,14.11
1911-06-01,9.67,14.65
1911-07-01,9.63,14.85
1911-08-01,9.17,14.40
1911-09-01,8.67,13.87
1911-10-01,8.72,14.22
1911-11-01,9.07,15.07
1911-12-01,9.11,15.44
1912-01-01,9.12,15.22
1912-02-01,9.04,14.86
1912-03-01,9.30,15.06
1912-04-01,9.59,15.30
1912-05-01,9.58,15.07
1912-06-01,9.58,14.85
1912-07-01,9.59,14.66
1912-08-01,9.81,14.79
1912-09-01,9.86,14.66
1912-10-01,9.84,14.43
1912-11-01,9.73,14.09
1912-12-01,9.38,13.40
1913-01-01,9.30,13.40
1913-02-01,8.97,13.03
1913-03-01,8.80,12.89
1913-04-01,8.79,12.99
1913-05-01,8.55,12.75
1913-06-01,8.12,12.21
1913-07-01,8.23,12.48
1913-08-01,8.45,12.93
1913-09-01,8.53,13.17
1913-10-01,8.26,12.87
1913-11-01,8.05,12.66
1913-12-01,8.04,12.76
1914-01-01,8.37,13.48
1914-02-01,8.48,13.86
1914-03-01,8.32,13.81
1914-04-01,8.12,13.69
1914-05-01,8.17,13.98
1914-06-01,8.13,14.14
1914-07-01,7.68,13.57
1914-08-01,7.68,13.80
1914-09-01,7.68,14.03
1914-10-01,7.68,14.27
1914-11-01,7.68,14.51
1914-12-01,7.35,14.13
1915-01-01,7.48,13.60
1915-02-01,7.38,12.72
1915-03-01,7.57,12.41
1915-04-01,8.14,12.72
1915-05-01,7.95,11.87
1915-06-01,8.04,11.49
1915-07-01,8.01,10.97
1915-08-01,8.35,10.99
1915-09-01,8.66,10.96
1915-10-01,9.14,11.15
1915-11-01,9.46,11.13
1915-12-01,9.48,10.77
1916-01-01,9.33,9.99
1916-02-01,9.20,9.31
1916-03-01,9.17,8.80
1916-04-01,9.07,8.27
1916-05-01,9.27,8.05
1916-06-01,9.36,7.77
1916-07-01,9.23,7.33
1916-08-01,9.30,7.08
1916-09-01,9.68,7.08
1916-10-01,9.98,7.02
1916-11-01,10.21,6.92
1916-12-01,9.80,6.41
1917-01-01,9.57,6.34
1917-02-01,9.03,6.07
1917-03-01,9.31,6.34
1917-04-01,9.17,6.34
1917-05-01,8.86,6.21
1917-06-01,9.04,6.43
1917-07-01,8.79,6.35
1917-08-01,8.53,6.26
1917-09-01,8.12,6.05
1917-10-01,7.68,5.81
1917-11-01,7.04,5.41
1917-12-01,6.80,5.31
1918-01-01,7.21,5.74
1918-02-01,7.43,6.03
1918-03-01,7.28,6.03
1918-04-01,7.21,6.09
1918-05-01,7.44,6.42
1918-06-01,7.45,6.56
1918-07-01,7.51,6.76
1918-08-01,7.58,6.97
1918-09-01,7.54,7.09
1918-10-01,7.86,7.57
1918-11-01,8.06,7.95
1918-12-01,7.90,7.98
1919-01-01,7.85,7.97
1919-02-01,7.88,8.04
1919-03-01,8.12,8.33
1919-04-01,8.39,8.65
1919-05-01,8.97,9.30
1919-06-01,9.21,9.59
1919-07-01,9.51,9.96
1919-08-01,8.87,9.34
1919-09-01,9.01,9.53
1919-10-01,9.47,10.07
1919-11-01,9.19,9.83
1919-12-01,8.92,9.59
1920-01-01,8.83,9.61
1920-02-01,8.10,8.92
1920-03-01,8.67,9.66
1920-04-01,8.60,9.70
1920-05-01,8.06,9.20
1920-06-01,7.92,9.16
1920-07-01,7.91,9.26
1920-08-01,7.60,9.01
1920-09-01,7.87,9.45
